customer_id,customer_name,email,city,state,country,signup_date,customer_segment
130,Dennis Walters,yellis@norton-bartlett.info,Janiceport,Illinois,India,2026-01-23,Small Business
131,Mary Anderson,christensendana@ball-reynolds.info,Morrisburgh,Rhode Island,India,2024-05-21,Corporate
132,Ashley Levine,robertgibson@hotmail.com,Matthewland,Nevada,India,2024-07-24,Small Business
133,Amanda Murphy,briangilbert@lopez-novak.org,East Elizabeth,Mississippi,India,2026-02-15,Small Business
134,Christine Hubbard,leroymyers@yahoo.com,Robertsmouth,Nebraska,India,2024-08-03,Corporate
135,Nancy Simon,lisa76@hotmail.com,Morrisfort,Ohio,India,2024-05-14,Small Business
136,Miss Christina Smith,brownlarry@washington-odom.com,New Brian,Washington,India,2025-11-19,Corporate
137,Jonathan Wright,patricia44@hotmail.com,North James,Rhode Island,India,2025-11-28,Corporate
138,Jessica White,morrisreginald@gmail.com,Julieport,Colorado,India,2024-11-25,Consumer
139,Anne Davis,richard49@anderson-kelley.com,West Jimmyton,Colorado,India,2024-09-28,Consumer
140,Megan Davis,wknox@yahoo.com,East Natasha,Texas,India,2023-07-10,Small Business
141,Jeffrey Clark,jared83@gmail.com,Baileyland,Maryland,India,2025-12-23,Corporate
142,Nicholas Brown,lisamclaughlin@yahoo.com,Griffinborough,Alabama,India,2026-02-24,Consumer
143,Stephen Middleton,wjimenez@yahoo.com,Port Robert,Oklahoma,India,2026-04-22,Consumer
144,Amanda Butler,matthewjackson@garza-holder.com,Port Dianafurt,Wyoming,India,2024-07-22,Consumer
145,Amy Peterson,blairdavid@gmail.com,West Rachelmouth,Idaho,India,2024-02-04,Consumer
146,Amy Case,michaelrose@gmail.com,Penningtonhaven,Kansas,India,2023-09-02,Small Business
147,Danielle Huerta,ofowler@yahoo.com,Whitechester,Indiana,India,2024-05-25,Consumer
148,Connie Galloway,greencolleen@gmail.com,Stoneside,Texas,India,2025-05-22,Small Business
149,Brenda Nguyen,montgomerybarbara@gmail.com,West Davidhaven,Missouri,India,2025-05-15,Corporate
150,Melissa Lyons,christophermay@gmail.com,North John,Kansas,India,2024-01-15,Small Business
151,John Payne,lfernandez@huff-bernard.com,North Sharonview,Washington,India,2024-12-26,Consumer
152,Peter Medina III,ywhite@gmail.com,Griffinton,New Jersey,India,2025-01-19,Corporate
153,Heather Berger,sarahtyler@barron-orr.com,North Dalton,South Carolina,India,2025-12-15,Corporate
154,April Cortez,josephjohns@norris.net,Jessicabury,Rhode Island,India,2026-04-10,Small Business
155,Jason Gibbs,xmccullough@murphy.net,North Scottshire,North Carolina,India,2024-11-11,Corporate
156,Mallory White,rebecca83@rush-campbell.com,Joshuatown,Oregon,India,2024-12-05,Small Business
157,Kenneth Sheppard,tamara27@harrison.com,Powershaven,New Jersey,India,2024-10-14,Corporate
158,Erica Harper,robinsonashley@hotmail.com,East Tanyaton,Maine,India,2024-05-22,Small Business
159,Ethan Smith,iwilliams@adams-hill.com,Stephanieville,North Dakota,India,2023-11-22,Consumer
160,Ryan Montoya,moorejulia@hotmail.com,Patricialand,Washington,India,2025-05-16,Small Business
161,Kayla Payne,samantha66@hotmail.com,North Aaron,Oklahoma,India,2024-02-18,Small Business
162,Craig Perez,johnstondiane@yahoo.com,Jacksonchester,Mississippi,India,2024-08-08,Consumer
163,Laura Smith,richard18@james-hernandez.info,Steventown,Illinois,India,2023-07-21,Small Business
164,Daniel Dunn,burgesslawrence@gmail.com,Alexanderside,Hawaii,India,2026-02-14,Small Business
165,Mary Graves,osmith@hotmail.com,Port Chris,Washington,India,2024-09-15,Corporate
166,Nicole Smith,amy41@morgan.com,Whiteton,Iowa,India,2024-11-15,Small Business
167,Shannon Wood,jarvisnicole@yahoo.com,East Jodyton,Oklahoma,India,2023-06-10,Corporate
168,Logan Novak,timothy50@valdez.com,Ronaldport,Massachusetts,India,2026-01-06,Consumer
169,Kimberly Brooks,heidi93@yahoo.com,Harrisonland,North Carolina,India,2026-02-08,Corporate
170,Ruth Newton,breannafisher@gmail.com,North Aimeeside,Pennsylvania,India,2025-11-08,Corporate
171,Autumn Lewis,dmartinez@gmail.com,Port Patriciaside,Rhode Island,India,2023-07-29,Consumer
172,Vincent Boyd,awashington@yahoo.com,Markburgh,Wyoming,India,2023-12-19,Corporate
173,Nathan Willis,emilywilson@hotmail.com,Frankberg,Maine,India,2023-08-24,Consumer
174,Sarah Jones,mitchellzhang@rodriguez-mckinney.com,Martinezside,Iowa,India,2025-03-10,Small Business
175,Ashley Miranda,aguirrelori@yahoo.com,Reynoldsbury,Rhode Island,India,2026-05-19,Small Business
176,Laurie Hoover,michael56@gmail.com,East Shawn,New Hampshire,India,2023-10-21,Corporate
177,Carla Hernandez,courtney03@yahoo.com,Lake Ethan,Nevada,India,2023-10-08,Small Business
178,Brian Frederick,maria51@gmail.com,North Ralph,North Dakota,India,2023-11-23,Consumer
179,Timothy Shelton,steve71@best.com,Lake Tiffany,North Carolina,India,2024-10-03,Small Business
180,Brooke Donovan,gracecruz@hotmail.com,Lake Kimberlyberg,Nevada,India,2023-09-09,Consumer
181,Ryan Roberts,joneschristine@smith.com,Susanside,Michigan,India,2026-03-27,Small Business
182,Billy Evans,kimberly73@stevens-poole.info,Breannaburgh,Ohio,India,2024-11-25,Corporate
183,Alexis Scott,charlespeterson@gray.com,Amyburgh,Nevada,India,2026-02-02,Small Business
184,Tyler Chambers,jeremysmith@shah.com,Jonesside,Alaska,India,2025-02-07,Small Business
185,Debra Brooks,ehall@jordan.com,East Angelaburgh,Nebraska,India,2024-09-24,Small Business
186,Jennifer Richard,joselam@vincent.com,South Theodoreside,Oregon,India,2025-09-12,Consumer
187,Emily Green,kjordan@fitzgerald-gomez.com,Fraziermouth,Iowa,India,2024-01-02,Consumer
188,Stacey Whitaker,tonyatownsend@miller-mcgee.com,Kennedyland,Ohio,India,2025-02-27,Corporate
189,Mr. Dylan Reyes,amynavarro@yahoo.com,Rebeccaton,Washington,India,2026-01-15,Consumer
190,Scott Lara,bdavis@yahoo.com,Devonberg,Mississippi,India,2024-12-25,Small Business
191,Angela Gentry,margaretjohnson@schaefer.com,Raymondburgh,Nebraska,India,2024-03-18,Small Business
192,Rachel Mccullough,ubenitez@crane-jimenez.com,North Brenda,Nevada,India,2024-08-02,Consumer
193,Marcus Berry,blewis@hotmail.com,North Michaelbury,Alaska,India,2024-05-13,Small Business
194,Julia Summers,roblesjoseph@gmail.com,South Benjamin,Maryland,India,2024-02-03,Corporate
195,Amber Moore,nataliewilson@gmail.com,New Danielle,Idaho,India,2023-11-21,Corporate
196,David Quinn MD,rodney81@yahoo.com,Mariestad,Illinois,India,2025-04-25,Consumer
197,Jennifer Weiss,uwilson@gmail.com,Michaelville,Oregon,India,2023-06-22,Consumer
198,Christopher Garcia,gregory06@parker.net,Bellhaven,Missouri,India,2025-04-02,Corporate
199,Phillip Riley,melissafoster@hotmail.com,Millerborough,Indiana,India,2024-09-19,Corporate
200,Melinda Fields,kjohnson@yahoo.com,Port Charles,Tennessee,India,2024-06-08,Consumer
201,Wayne Fisher,zdean@hotmail.com,West Amyfort,Colorado,India,2024-05-23,Consumer
202,Richard Gray,rosewilliam@gmail.com,Velasquezbury,Maine,India,2023-09-27,Consumer
203,Roger Davis,kylehudson@walsh-quinn.com,East Brooke,Utah,India,2025-12-19,Small Business
204,Peter Davenport,claudiamartin@yahoo.com,North Benjamin,Michigan,India,2025-04-21,Consumer
205,Michelle Humphrey,obrienstacey@gmail.com,Owenston,Pennsylvania,India,2024-06-06,Consumer
206,Caitlin Robinson,kelseymoore@hotmail.com,Jaredburgh,Michigan,India,2025-08-27,Small Business
207,Anna Griffin,katelyn27@gmail.com,Timothytown,Kansas,India,2025-01-30,Corporate
208,Jeffery Wilson,obenson@gmail.com,West Tiffanyborough,New Jersey,India,2026-04-22,Consumer
209,David Mcdonald,lukeshaw@johnson.com,Robertsonmouth,Kentucky,India,2025-04-28,Small Business
210,Robert Avila,meghan54@hotmail.com,Brooksside,Ohio,India,2024-11-25,Consumer
211,Kathryn Washington,kimberlycarter@west-smith.info,North Helen,Nevada,India,2024-11-24,Consumer
212,Carlos Farrell,jimmy11@mitchell.com,Cannonfort,Vermont,India,2023-09-10,Small Business
213,Justin Wilson,johnlee@yahoo.com,Mariaborough,Arizona,India,2026-05-06,Corporate
214,Susan Ayers,danderson@yahoo.com,Hallmouth,Nevada,India,2025-07-10,Small Business
215,Justin Gomez,angelyoung@gmail.com,West Michael,South Carolina,India,2025-07-12,Consumer
216,Sharon Taylor,christopher77@yahoo.com,New Daniellestad,Texas,India,2024-01-27,Corporate
217,Molly Montoya,jessica06@torres.com,Thomaston,Oklahoma,India,2024-09-05,Small Business
218,Kirk Taylor,elainebaldwin@berry-watts.com,Andreaville,Arkansas,India,2025-08-19,Small Business
219,Denise Fischer,thomashayes@hotmail.com,Briannamouth,Arizona,India,2025-02-22,Corporate
220,Holly Wright,cheryl43@yahoo.com,Mckeehaven,Michigan,India,2024-07-01,Consumer
221,Troy Porter,bobby70@hotmail.com,North Scott,Vermont,India,2025-07-19,Small Business
222,Carrie Johnson,mitchellthomas@gmail.com,New William,Pennsylvania,India,2024-05-28,Small Business
223,Benjamin Chavez,alexandermcintosh@campos.com,Amybury,Missouri,India,2023-06-27,Small Business
224,Mr. Jacob Mercado,rachellarson@powell-kennedy.com,Port Michelleville,Michigan,India,2023-12-25,Consumer
225,Stephen Davis,nlong@hotmail.com,Salinasport,Iowa,India,2025-04-18,Small Business
226,Theodore Sawyer,vstrong@yahoo.com,East Sharonchester,Indiana,India,2025-01-02,Corporate
227,Matthew Davis,xfernandez@hotmail.com,Port Maryfort,Alaska,India,2024-06-11,Corporate
228,Robert Davis,louisrussell@lester.com,Brentberg,Oregon,India,2026-01-31,Small Business
229,Joseph Parker,sarahjohnson@yahoo.com,Lake Jamesshire,Virginia,India,2025-03-01,Small Business
230,Greg Carr,castromichael@hotmail.com,New Stephaniemouth,South Carolina,India,2023-12-05,Corporate
231,Kevin Warner,hjohnson@allen.info,New Lisa,North Carolina,India,2025-04-25,Corporate
232,Tony Wilson,pphillips@wright.com,Andrewsbury,Vermont,India,2025-02-24,Small Business
233,Adam Brennan,gina40@mitchell.com,Aguirreshire,Colorado,India,2025-11-01,Corporate
234,Jermaine Jones,wvasquez@clark.com,New Lawrence,Mississippi,India,2025-11-11,Consumer
235,Mitchell Wallace,perryrenee@yahoo.com,South William,Maryland,India,2026-05-06,Consumer
236,John Banks,april35@hotmail.com,Port Kaitlinland,Delaware,India,2025-07-06,Consumer
237,Stacy Molina,joshuahughes@hotmail.com,East Amanda,Kansas,India,2025-08-28,Consumer
238,Suzanne Gay,simonjoshua@gmail.com,Johnsonview,Alabama,India,2024-04-22,Corporate
239,Cory Miller,gparker@gmail.com,South Joshuafurt,Arizona,India,2023-11-21,Consumer
240,George Smith,charlotteolson@hotmail.com,Simpsonview,Iowa,India,2025-04-19,Small Business
241,David Hayes,faulknercassidy@hotmail.com,Jimmytown,Indiana,India,2023-10-20,Small Business
242,Brooke Williams MD,wagnermaurice@hotmail.com,Kevinstad,Washington,India,2025-08-01,Consumer
243,Derek Johnson,marthasimon@scott-jones.com,Schroederberg,Maryland,India,2025-04-14,Small Business
244,Colin Newton,pottsdavid@gmail.com,Jessicabury,Vermont,India,2025-03-19,Consumer
245,Gerald Shaffer,diazrebecca@robinson.com,Frazierfurt,Idaho,India,2024-07-25,Consumer
246,Mark Smith,uandrade@gmail.com,Meganport,Delaware,India,2025-02-02,Consumer
247,Vincent Sullivan,patricia59@fox.com,Elizabethburgh,Maryland,India,2025-05-18,Small Business
248,Ronald Baldwin,gordonbrandon@gmail.com,New Jerry,Montana,India,2025-03-08,Small Business
249,Aaron Patton,christina05@hotmail.com,Smallport,Arizona,India,2023-06-01,Consumer
250,James Cervantes,brownann@nelson-spencer.biz,Nicholasview,Texas,India,2023-05-25,Consumer
251,Vanessa Moore,wisekristen@hotmail.com,East Lisa,North Carolina,India,2024-12-22,Consumer
252,Linda Andrews,zacharydean@yahoo.com,Weeksport,Mississippi,India,2023-12-25,Consumer
253,Andrew Kerr,nicholaswest@hotmail.com,New David,Idaho,India,2023-08-04,Corporate
254,Sean Dennis,sydneyburns@gmail.com,Lake Courtney,New Hampshire,India,2026-04-25,Consumer
255,Kayla Terry,joshuarocha@miller.com,Christinetown,Hawaii,India,2024-05-28,Small Business
256,Jennifer Whitehead,williamsterri@yahoo.com,Lake Jessica,Wisconsin,India,2026-02-25,Consumer
257,Steven Floyd,omar98@jones-miles.com,New Christina,Ohio,India,2025-06-25,Corporate
258,Christina Potter,freeves@yahoo.com,Hernandezton,Pennsylvania,India,2025-05-03,Small Business
259,Steven Nelson,brettwalters@williams.biz,Samanthamouth,Alaska,India,2025-08-01,Corporate
260,Pamela Carter,virginia86@hotmail.com,North Normaburgh,Arkansas,India,2025-08-19,Consumer
261,Dr. Andrew Meyer,aarongreen@travis.com,East Katie,Nevada,India,2023-06-16,Small Business
262,Kayla Beck,audreywalker@gmail.com,Port Candice,Florida,India,2024-10-13,Consumer
263,Paul Jones,miguelking@salazar-henry.org,Petersonshire,Nebraska,India,2024-08-16,Small Business
264,Danielle Herman,kristin44@gmail.com,Jonesbury,South Dakota,India,2026-02-06,Small Business
265,Joseph Cisneros,brownpaul@wilson-parsons.com,New Krystal,Nevada,India,2025-02-19,Small Business
266,Scott Gonzalez,randolphclaudia@yahoo.com,South Caroltown,Maryland,India,2025-10-20,Corporate
267,Matthew White,heatherwells@lopez-mathis.com,Haydenberg,New Mexico,India,2024-03-17,Consumer
268,Johnny Finley,ruthwatson@gmail.com,Lake Kevinstad,Virginia,India,2026-04-22,Corporate
269,Mallory Sanders,donsmith@hernandez-garcia.info,New Samanthatown,New Hampshire,India,2026-02-27,Corporate
270,Barry Thompson,thomas68@hotmail.com,Gailland,Oklahoma,India,2023-07-18,Consumer
271,Joshua James,preid@yahoo.com,Hornemouth,Tennessee,India,2023-09-29,Consumer
272,Matthew White,gutierrezstephanie@robinson-clayton.biz,Gravesberg,Louisiana,India,2025-06-28,Consumer
273,Karen Stephens,rebecca82@johnson.com,East Jackson,Idaho,India,2026-03-09,Small Business
274,Mr. Dale Smith,amandalewis@gmail.com,Kellychester,Tennessee,India,2025-09-03,Corporate
275,Jasmin Fletcher,navarroamber@gibson.com,Lake Julie,Mississippi,India,2024-04-30,Corporate
276,Maria Soto,emilywoods@gmail.com,Susanchester,California,India,2024-01-09,Corporate
277,Michael Stewart,zlucas@gmail.com,South Natalie,Colorado,India,2024-01-29,Corporate
278,Tanya Salinas,lpowers@york.com,New Amandabury,South Dakota,India,2024-06-08,Corporate
279,Jill Friedman,parsonsjuan@robles.biz,West Christineport,Indiana,India,2023-09-13,Small Business
280,Krista Buckley,qreeves@yahoo.com,Cochranberg,Pennsylvania,India,2025-09-14,Consumer
281,Christopher Jackson,rschmidt@gmail.com,Hillberg,Hawaii,India,2024-10-26,Small Business
282,Joshua Roy,aoneill@price.com,Port Jessicamouth,Nevada,India,2025-09-19,Small Business
